ID;thesis_title;thesis_keywords;student_faculty;student_level;Problématique;interet;Méthode;technologies;description_sujet
44;MODELISATION SPATIALE DES PARAMETRES GEOMECANIQUES DES FORMATIONS SUPERFICIELLES DU QUARTIER KYESHERO A GOMA;modélisation spatiale, paramètres géomécaniques, formations superficielles, quartier Kyeshero, Goma, géotechnique, SIG;Genie civil;L3;"""Comment l'hétérogénéité spatiale des sols de surface influence-t-elle la stabilité des fondations dans un quartier résidentiel à géologie complexe ?""";Sécuriser les constructions dans le quartier Kyeshero en cartographiant les zones de sols à risque.;Interpolation spatiale des données de sondage (Kriging) pour créer une carte de portance.;ArcGIS / QGIS, Settle3 (Rocscience), Global Mapper.;Création d'un modèle numérique de terrain intégrant les propriétés géotechniques du sol pour l'aide à la décision.
45;Modélisation de l’interaction sol-structure d’un bâtiment à usage commercial de 12 niveaux (R+10, S-2) par la méthode des éléments finis;interaction sol–structure, méthode des éléments finis, bâtiment commercial R+10, fondations profondes, modélisation numérique;Genie civil;TECH2;"""Comment modéliser l'interaction entre les fondations profondes et le sol environnant pour optimiser la stabilité d'un immeuble commercial de grande hauteur ?""";Garantir la stabilité d'un gratte-ciel commercial face aux tassements différentiels et au séisme.;Modélisation par éléments finis incluant les fondations profondes (pieux) et la rigidité du sol.;PLAXIS 3D, ETABS, ABAQUS.;Simulation avancée du comportement d'un immeuble de grande hauteur en tenant compte de la déformabilité du sol.
46;"CONTRIBUTION À LA CARACTÉRISATION DES SOLS DE MUVUMBA EN VUE 
DE LEURS UTILISATION DANS LA PRODUCTION DES BLOCS EN TERRE 
COMPRIMEE (BTC)";blocs de terre comprimée, BTC, caractérisation des sols, Muvumba, matériaux locaux, géotechnique, construction durable;Genie civil;TECH2;"""Quelles sont les caractéristiques physiques et chimiques des sols argileux locaux permettant d'optimiser la production de blocs de terre comprimée ?""";Valoriser les sols locaux de Muvumba pour produire des matériaux de construction durables et moins chers.;Analyse granulométrique, limites d'Atterberg et tests de compression sur blocs pressés.;Presse hydraulique manuelle, Matériel de laboratoire géotechnique.;Recherche sur les propriétés physiques des sols de Muvumba pour l'optimisation des briques de terre comprimée.
47;"ETUDE GEOTECHNIQUE DU SOL EN VUE DE
SON UTILISATION COMME MATERIAU DE
CONSTRUCTION ROUTIÈRE : APLICATION AUX SOLS
DE Masisi";étude géotechnique, sols routiers, Masisi, matériau de construction, route, caractérisation, génie civil;Genie civil;TECH2;"""Dans quelle mesure les propriétés géotechniques des sols locaux permettent-elles leur utilisation comme couche de base ou de fondation pour une chaussée ?""";Désenclaver le territoire de Masisi en utilisant les sols argileux locaux pour les couches de chaussée.;Essais Proctor modifié et CBR (California Bearing Ratio) pour évaluer la portance routière.;Matériel CBR, Civil 3D, Logiciels de terrassement.;Évaluation de l'aptitude des sols de Masisi à servir de couche de fondation ou de base pour les routes rurales.
48;"Etude comparative entre un pont construit en
béton armé traditionnel et un pont en élément
préfabriqué en béton.";pont en béton armé, pont préfabriqué, étude comparative, coûts, mise en œuvre, durabilité, génie civil;Genie civil;TECH2;"""Quelle est la variante de pont offrant le meilleur compromis entre coût global, rapidité de mise en œuvre et durabilité structurelle ?";Accélérer la construction des infrastructures de franchissement pour réduire les coûts et les délais.;Analyse du coût global, de la rapidité d'exécution et de la durabilité structurelle.;Robot Structural Analysis, Tekla Structures, MS Project.;Comparaison technico-économique entre la mise en œuvre sur site et la préfabrication pour les ponts modernes.
49;Conception et dimensionnement d'une chaussée souple  à goma (tronçon terminus -marché nyabushongo);chaussée souple, Goma, tronçon Terminus–marché Nyabushongo, conception géométrique, dimensionnement, structure de chaussée;Genie civil;L3;"""Comment dimensionner une chaussée souple capable de supporter un trafic intense sur un sol de plateforme à faible portance ?""";Améliorer la mobilité urbaine sur le tronçon Terminus Marché Nyabushongo.;Dimensionnement des couches d'assise selon les modules de déformation.;AutoCAD Civil 3D, Alizé LCPC.;Étude structurelle d'une chaussée bitumineuse sur sol à faible portance.
50;ETUDE COMPARATIVE DE L'INFUENCE DES ADJUVANTS SUPERPLASTIFIANTS SUR LES PROPRIÉTÉS  PHYSICO-MECANIQUES D'UN BÉTON ORDINAIRE : APPLICATION : SUPERPLASTIFIANT POLYCARBOXYLATE ET SIKA PLASTOCRETE-N KE;béton ordinaire, adjuvants superplastifiants, polycarboxylate, Sika Plastocrete N, propriétés physico‑mécaniques, affaissement, résistance;Genie civil;L3;"""Quelle est l'influence du dosage en superplastifiants sur la rhéologie du béton frais et ses performances physico-mécaniques à l'état durci ?""";Optimiser la maniabilité du béton frais sans augmenter la quantité d'eau.;Analyse comparative de l'affaissement au cône d'Abrams Slump test.;Sika Plastocrete N, Rhéomètre à béton.;Évaluation de l'impact des superplastifiants sur la résistance finale du béton.
51;Conception et fabrication d'un mélangeur de béton semi-automatique adapté aux conditions locales; mélangeur de béton, machine semi‑automatique, conception mécanique, conditions locales, optimisation du mélange, SolidWorks;Genie civil;L3;"""Comment concevoir un système mécanique de malaxage capable de garantir l'homogénéité du mélange tout en facilitant la maintenance sur chantier ?""";Réduire la pénibilité du travail sur les chantiers locaux par la mécanisation.;Conception mécanique des pales et calcul de puissance moteur.;SolidWorks, Robot Structural Analysis.;Développement d'une machine de malaxage adaptée aux conditions de chantier isolés.
52;"ÉTUDE COMPARATIVE TECHNICO-ECONOMIQUE ENTRE LA CHARPENTE MÉTALLIQUE ET LA CHARPENTE EN BOIS ; APPLICATION À UN HANGAR À USAGE COMMERCIAL ( cas du nouveau marché de MUGUNGA)";charpente métallique, charpente en bois, hangar commercial, étude technico‑économique, marché de Mugunga, coûts, durabilité;Genie civil;L3;"""Quelle variante structurelle offre le meilleur compromis entre coût d'exécution et résistance aux charges climatiques pour un hangar de grande portée ?""";Proposer la solution la plus rentable pour le nouveau marché de Mugunga.;Analyse du cycle de vie et calcul des charges de vent sur grandes portées.;Tekla Structures, Excel (Audit financier).;Comparaison de deux systèmes constructifs pour un hangar commercial de grande taille.
53;Conception et dimensionnement un palais judiciaire moderne R+2 en beton armé dans la ville de bukavu.;palais de justice, bâtiment R+2, béton armé, Bukavu, dimensionnement structurel, normes Eurocode, architecture judiciaire;Genie civil;L3;"""Comment dimensionner une structure publique en béton armé pour répondre aux exigences de sécurité structurelle et de durabilité en zone urbaine ?""";Moderniser les infrastructures publiques de Bukavu avec des normes de sécurité élevées.;Analyse statique et dimensionnement des éléments porteurs en béton armé.;Eurocodes, Robot Structural Analysis.;Étude complète d'un bâtiment administratif R+2 alliant esthétique et robustesse.
54;Évaluation des propriétés physico-mécaniques des ciments utilisés à Goma: cas du ciment Hima Cement  et le ciment Cimerwa.;ciment Hima, ciment Cimerwa, propriétés physico‑mécaniques, confection du béton, sable, étude comparative, matériaux;Genie civil;L3;"""Comment la composition minéralogique des ciments locaux influence-t-elle la vitesse d'hydratation et le développement de la résistance du béton ?""";Orienter le choix des constructeurs vers le liant le plus stable pour Goma.;Essais de compression à 7, 14 et 28 jours sur éprouvettes normalisées.;Presse hydraulique, Balance de précision.;Analyse comparative de la qualité des ciments régionaux les plus utilisés.
55;CONCEPTION ET DEFIS DE DURABILITÉ DES BÂTIMENTS INDUSTRIELS DANS UNE ZONE VOLCANIQUE ACTIVE  Cas de la ville de GOMA, RDC;bâtiments industriels, zone volcanique active, Goma, durabilité des structures, risques volcaniques, conception parasismique;Genie civil;L3;"""Comment adapter la conception des structures industrielles pour résister aux agressions environnementales et aux dépôts de cendres en zone volcanique ?""";Protéger les investissements industriels contre la corrosion due aux gaz volcaniques.;Étude de l'agressivité du milieu et choix de revêtements protecteurs.;SAP2000, Capteurs de corrosion.;Adaptation de la conception structurelle aux contraintes chimiques et sismiques de Goma.
56;Évaluation des propriétés physiques et mécaniques du ciment CHEETAH et KABIMBA;ciment Cheetah, ciment Kabimba, propriétés physiques, propriétés mécaniques, résistance, comparaison de ciments;Genie civil;L3;"""Quelle est l'influence du type de liant sur l'adhérence acier-béton et la résistance à la traction par fendage des mortiers ?""";Diversifier les sources d'approvisionnement en liants pour la construction locale.;Tests d'adhérence acier-béton et résistance à la traction par fendage.;Appareil de Vicat, Labo béton.;Caractérisation expérimentale de nouveaux ciments disponibles sur le marché.
57;INFLUENCE DES CARACTERISTIQUES GEOTECHNIQUES DES SOLS SUR LE DIMENSIONNEMENT DES FONDATIONS : Application aux bâtiments dans la ville de Bukavu;caractéristiques géotechniques, sols de Bukavu, dimensionnement des fondations, paramètres géotechniques, bâtiments, stabilité des ouvrages;Genie civil;L3;"""Comment adapter le système de fondation aux variations de la capacité portante du sol pour garantir la stabilité d'un bâtiment multi-étages ?""";Garantir la stabilité des immeubles multi-étages sur les sols variables de Bukavu.;Analyse de la capacité portante et calcul des tassements différentiels.;Settle3, Plaxis 2D.;Étude de l'interaction sol-fondation pour optimiser la sécurité des ouvrages.
58;ETUDE DU BETON FORMULE A BASE DU SABLE MONT-GOMA CORRIGE;béton, sable Mont‑Goma, formulation corrigée, matériaux locaux, résistance mécanique, durabilité;Genie civil;L3;"""Dans quelle mesure l'utilisation de sables d'origine volcanique modifie-t-elle l'ouvrabilité et la performance mécanique finale du béton de structure ?""";Valoriser le sable volcanique local pour réduire le coût de fabrication du béton.;Formulation par la méthode Dreux-Gorisse avec correction granulométrique.;Tamis normalisés, Logiciel Betonlab.;Recherche sur l'optimisation des dosages pour un béton de structure durable.
59;ETUDE DE L’INFLUENCE DU CHANGEMENT CLIMATIQUE SUR LE COMPORTEMENT MECANIQUE DES COMPOSITES CIMENTAIRES;composites cimentaires, béton, mortier, changement climatique, température, comportement mécanique, durabilité;Genie civil;L3;"""Comment les variations extrêmes de température et d'humidité impactent-elles le retrait plastique et la durabilité des composites cimentaires ?";Anticiper la dégradation des matériaux face aux variations extrêmes de température.;Modélisation du retrait plastique et essais de vieillissement accéléré.;Logiciels de simulation thermique, MATLAB.;Analyse de la durabilité des mortiers et bétons sous l'effet du changement climatique.
60;ETUDE DE LA CARACTERISATION DES SOLS ARGILEUX EN VUE DE LEURS UTILISATIONS DANS UN PROJET ROUTIER : ‶CAS DES SOLS DE KATANA AU SUD KIVU;sols argileux, Katana, Sud‑Kivu, caractérisation géotechnique, projet routier, valorisation des matériaux locaux;Genie civil;L3;"""Quelles sont les propriétés physico-chimiques des sols argileux qui déterminent leur aptitude à être stabilisés pour une utilisation en construction routière ?""";Faciliter le transport au Sud-Kivu en utilisant les argiles de Katana stabilisées.;Essais Proctor et CBR pour évaluer l'aptitude à la stabilisation chimique.;Matériel de terrassement, SIG.;Caractérisation géotechnique complète pour le dimensionnement d'une route rurale.
